tenant_history_id,property_id,locality,bhk,monthly_rent,lease_start_date,lease_end_date,occupancy_status,tenant_name,created_at
TH1799,PROP1633,Ghaziabad Indirapuram,3,22000,2025-09-16,2027-07-16,OCCUPIED,Varenya Srinivas,2024-03-08 10:28:05
TH1800,PROP1020,Golf Course Extension Road,1,20300,2024-01-13,2024-12-13,OCCUPIED,Anthony Kohli,2023-09-06 20:06:21
TH1801,PROP1105,Noida Sector 18,3,33100,2025-04-08,2027-02-08,OCCUPIED,Krish Vala,2023-09-02 12:08:26
TH1802,PROP1239,Gurgaon Golf Course Road,2,39800,2025-04-07,2026-03-07,OCCUPIED,Ojas Kuruvilla,2026-04-27 07:22:16
TH1803,PROP1320,Faridabad Sector 15,3,19400,2025-02-05,2026-01-05,OCCUPIED,Anirudh Mander,2026-05-24 11:43:39
TH1804,PROP1864,Golf Course Extension Road,1,17200,2024-03-14,2026-01-14,OCCUPIED,Vasatika Garde,2024-03-17 22:11:56
TH1805,PROP1482,Gurgaon Sector 45,2,24100,2024-10-12,2026-08-12,VACANT,Qabil Vaidya,2024-05-06 09:42:08
TH1806,PROP1849,South Delhi,1,25300,2025-09-20,2026-08-20,OCCUPIED,Sudiksha Biswas,2024-03-29 09:00:18
TH1807,PROP1999,Ghaziabad Indirapuram,2,15900,2024-09-15,2025-08-15,OCCUPIED,Amol Jain,2025-02-13 07:24:50
TH1808,PROP1753,DLF Phase 5,2,39700,2026-04-11,2028-02-11,NOTICE_PERIOD,Mason Char,2024-01-31 23:14:54
TH1809,PROP1163,Saket,1,17100,2026-04-03,2028-02-03,OCCUPIED,Yahvi Dalal,2023-10-31 16:10:12
TH1810,PROP1909,Hauz Khas,2,42300,2025-07-12,2026-06-12,OCCUPIED,Raagini Vig,2024-10-24 12:22:22
TH1811,PROP1333,South Delhi,2,37500,2026-03-04,2027-02-04,OCCUPIED,Veer Subramaniam,2025-12-02 16:41:30
TH1812,PROP1249,South Delhi,1,23200,2024-09-10,2026-07-10,OCCUPIED,Pavani Desai,2024-04-25 10:39:33
TH1813,PROP1159,West Delhi,1,10400,2025-11-05,2027-09-05,OCCUPIED,Bhanumati Rege,2024-04-29 01:05:49
TH1814,PROP1634,North Delhi,1,9300,2023-07-26,2024-06-26,OCCUPIED,Jacob Venkatesh,2023-07-29 10:42:41
TH1815,PROP1811,DLF Phase 5,2,39900,2025-07-06,2027-05-06,NOTICE_PERIOD,Nilima Pathak,2023-11-15 08:22:34
TH1816,PROP1808,East Delhi,4,28500,2024-10-29,2025-09-29,OCCUPIED,Advika Wason,2024-10-27 16:02:38
TH1817,PROP1367,Central Delhi,3,64400,2024-08-24,2026-06-24,OCCUPIED,Mekhala Jani,2024-10-16 08:18:14
TH1818,PROP1573,Noida Sector 18,4,43300,2025-11-25,2026-10-25,OCCUPIED,Praneel Prabhakar,2025-03-25 04:10:28
TH1819,PROP1332,Ghaziabad Vasundhara,3,19800,2024-12-31,2025-11-30,OCCUPIED,Hemangini Rao,2025-10-04 18:36:14
TH1820,PROP1159,Ghaziabad Indirapuram,3,22600,2026-02-11,2027-12-11,OCCUPIED,Victor Sekhon,2025-11-25 15:10:15
TH1821,PROP1795,Faridabad Sector 81,4,22800,2026-05-25,2027-04-25,OCCUPIED,Tanish Trivedi,2024-10-02 11:11:23
TH1822,PROP1373,Pitampura,3,33900,2024-07-25,2026-05-25,OCCUPIED,Naveen Ramachandran,2026-06-12 11:06:05
TH1823,PROP1700,Faridabad Sector 15,2,14400,2023-07-26,2025-05-26,OCCUPIED,Maanav Sinha,2026-05-01 01:10:27
TH1824,PROP1330,Cyber City Gurgaon,1,22900,2024-11-08,2025-10-08,OCCUPIED,Adya Kapadia,2024-08-30 21:28:57
TH1825,PROP1961,Central Delhi,2,45800,2025-05-17,2026-04-17,OCCUPIED,Nandini Verma,2024-05-30 10:53:20
TH1826,PROP1197,DLF Phase 5,1,26400,2026-06-10,2028-04-10,OCCUPIED,Parth Talwar,2024-11-13 13:17:54
TH1827,PROP1539,Preet Vihar,1,13200,2024-02-26,2025-01-26,OCCUPIED,Robert Bandi,2025-11-26 13:31:42
TH1828,PROP1944,Rohini Sector 10,4,39700,2025-01-30,2025-12-30,OCCUPIED,Omkaar Banik,2024-08-18 17:42:39
TH1829,PROP1655,Hauz Khas,3,53900,2025-07-07,2027-05-07,VACANT,Gabriel Majumdar,2025-11-21 20:48:12
TH1830,PROP1814,Hauz Khas,3,53600,2024-08-10,2025-07-10,VACANT,Nidra Iyer,2025-02-07 20:45:08
TH1831,PROP1080,Rohini Sector 10,1,11800,2025-10-04,2026-09-04,OCCUPIED,Gautam Mane,2025-09-24 05:00:01
TH1832,PROP1195,Dwarka Sector 21,2,25400,2025-03-24,2026-02-24,OCCUPIED,Idika Malhotra,2024-03-25 12:29:02
TH1833,PROP1572,Greater Noida,1,8300,2026-06-09,2028-04-09,OCCUPIED,Netra Agrawal,2024-05-02 15:56:40
TH1834,PROP1720,Greater Noida Pari Chowk,1,6600,2024-10-08,2025-09-08,OCCUPIED,Elijah Thakur,2024-06-07 23:33:00
TH1835,PROP1517,North Delhi,2,16100,2026-05-22,2028-03-22,NOTICE_PERIOD,Zashil Savant,2026-06-14 02:09:29
TH1836,PROP1925,Noida Sector 76,3,27300,2025-03-28,2027-01-28,VACANT,Harinakshi Shanker,2025-08-06 09:36:48
TH1837,PROP1441,Noida Sector 76,2,18300,2026-03-28,2027-02-28,OCCUPIED,Vasatika Dada,2024-04-29 01:29:09
TH1838,PROP1564,Preet Vihar,3,32700,2024-09-12,2026-07-12,NOTICE_PERIOD,Victor Mutti,2024-10-15 11:12:31
TH1839,PROP1001,Saket,3,40100,2024-08-10,2025-07-10,NOTICE_PERIOD,Adya Kothari,2024-05-31 08:27:43
TH1840,PROP1310,South Delhi,3,54700,2024-09-29,2025-08-29,VACANT,Faqid Gokhale,2024-12-24 17:38:22
TH1841,PROP1023,Noida Sector 150,2,19900,2024-08-11,2026-06-11,OCCUPIED,Qadim Gupta,2025-01-18 07:51:10
TH1842,PROP1142,Preet Vihar,3,32100,2024-02-24,2025-01-24,OCCUPIED,Alka Jhaveri,2024-03-28 17:03:43
TH1843,PROP1831,Noida Sector 62,1,13200,2026-01-20,2026-12-20,OCCUPIED,Nachiket Chhabra,2023-11-29 22:00:20
TH1844,PROP1741,Noida Sector 76,4,29900,2023-10-14,2024-09-14,OCCUPIED,Abeer Basak,2026-02-04 17:53:58
TH1845,PROP1308,Saket,4,45300,2024-08-30,2025-07-30,VACANT,Waida Maharaj,2025-01-09 08:22:23
TH1846,PROP1343,East Delhi,4,26500,2026-07-02,2027-06-02,VACANT,Mitali Kapadia,2025-10-20 12:56:30
TH1847,PROP1233,South Delhi,4,56300,2023-12-08,2024-11-08,OCCUPIED,Vanya Zachariah,2023-08-26 05:50:11
TH1848,PROP1579,Golf Course Extension Road,3,39200,2024-08-04,2025-07-04,OCCUPIED,Tanvi Dara,2025-08-24 15:27:37
TH1849,PROP1690,Noida Extension,4,26700,2024-12-05,2025-11-05,OCCUPIED,Advik Kade,2024-09-09 07:27:07
TH1850,PROP1297,Noida Extension,2,12800,2023-11-08,2024-10-08,OCCUPIED,Aashi Grover,2025-03-13 15:15:10
TH1851,PROP1764,Hauz Khas,4,64500,2024-04-05,2026-02-05,OCCUPIED,Hemal Pau,2024-02-08 01:57:24
TH1852,PROP1793,Central Delhi,2,41800,2024-10-27,2025-09-27,OCCUPIED,Kashish Patla,2026-02-11 15:58:47
TH1853,PROP1668,Dwarka Sector 21,2,23500,2024-05-22,2026-03-22,VACANT,Karan Karnik,2025-12-29 16:31:38
TH1854,PROP1332,Gurgaon Golf Course Road,1,30500,2025-09-17,2027-07-17,OCCUPIED,Rachana Raj,2024-02-21 09:27:24
TH1855,PROP1196,Noida Sector 76,3,25800,2025-12-13,2026-11-13,VACANT,Urvashi Andra,2024-01-31 01:49:06
TH1856,PROP1174,East Delhi,4,27800,2025-01-18,2026-11-18,OCCUPIED,Vidhi Mital,2024-04-21 13:27:42
TH1857,PROP1838,Janakpuri,2,23000,2026-02-15,2027-01-15,VACANT,Mitali Chaudhary,2025-08-16 04:56:05
TH1858,PROP1874,Gurgaon Golf Course Road,1,30900,2023-09-24,2024-08-24,NOTICE_PERIOD,Vamakshi Char,2024-11-25 11:29:08
TH1859,PROP1949,Golf Course Extension Road,3,34600,2024-07-21,2025-06-21,OCCUPIED,Jagvi Kurian,2024-08-01 15:28:50
TH1860,PROP1483,Vasant Kunj,3,41700,2024-10-13,2025-09-13,OCCUPIED,Rushil Yohannan,2024-01-28 19:25:26
TH1861,PROP1536,Preet Vihar,4,38900,2025-11-21,2026-10-21,OCCUPIED,Ekta Uppal,2025-01-05 17:17:13
TH1862,PROP1685,Vasant Kunj,4,58700,2025-10-04,2026-09-04,OCCUPIED,Lakshmi Mangat,2024-12-10 16:56:44
TH1863,PROP1062,Noida Sector 18,2,27800,2026-06-02,2028-04-02,OCCUPIED,Geetika Sama,2025-06-12 06:18:03
TH1864,PROP1671,South Delhi,1,22100,2025-04-06,2027-02-06,OCCUPIED,Fariq Edwin,2024-08-01 01:56:35
TH1865,PROP1935,West Delhi,1,9800,2024-06-28,2026-04-28,OCCUPIED,Amara Rana,2024-05-13 18:36:53
TH1866,PROP1390,Faridabad Sector 81,1,8600,2024-11-19,2026-09-19,VACANT,Shravya Sachdev,2024-01-20 21:32:18
TH1867,PROP1545,Gurgaon Golf Course Road,2,41700,2026-02-10,2027-12-10,OCCUPIED,Wahab Krishnamurthy,2026-05-17 00:28:17
TH1868,PROP1730,Vasant Kunj,1,19500,2025-08-26,2027-06-26,OCCUPIED,Shivansh Ganesan,2024-09-28 14:44:46
TH1869,PROP1403,Gurgaon Sector 56,1,15000,2023-11-02,2025-09-02,OCCUPIED,Chatura Bal,2025-11-12 06:59:13
TH1870,PROP1310,Pitampura,3,34600,2025-02-13,2026-12-13,VACANT,Hemang Lala,2025-05-28 19:56:00
TH1871,PROP1912,Vasant Kunj,3,41800,2023-10-21,2025-08-21,VACANT,Dayamai Karnik,2024-04-17 15:22:58
TH1872,PROP1673,Central Delhi,1,28800,2024-05-27,2025-04-27,OCCUPIED,Karan Vyas,2026-01-25 08:15:51
TH1873,PROP1587,Golf Course Extension Road,4,56100,2023-08-21,2025-06-21,OCCUPIED,Eshana Soni,2024-12-14 11:26:42
TH1874,PROP1135,Rohini Sector 10,2,20400,2026-02-28,2027-01-28,VACANT,Sai Deshmukh,2026-06-17 21:51:06
TH1875,PROP1317,Faridabad Neharpar,2,9300,2025-08-22,2026-07-22,OCCUPIED,Tanmayi Saran,2025-02-14 03:05:47
TH1876,PROP1579,Gurgaon Sector 56,3,30100,2025-06-20,2026-05-20,OCCUPIED,Idika Subramaniam,2025-03-03 21:19:52
TH1877,PROP1860,Golf Course Extension Road,1,19400,2025-12-18,2027-10-18,NOTICE_PERIOD,Darika Pau,2024-10-15 05:21:59
TH1878,PROP1311,Ghaziabad Indirapuram,3,19200,2024-01-07,2024-12-07,OCCUPIED,Aadi Virk,2025-12-30 23:47:53
TH1879,PROP1190,Vasant Kunj,3,45900,2026-02-03,2027-01-03,OCCUPIED,Bhavini Singh,2025-02-26 21:10:22
TH1880,PROP1237,Vasant Kunj,3,40300,2025-08-12,2027-06-12,OCCUPIED,Vansha Mistry,2023-07-31 13:41:24
TH1881,PROP1867,Ghaziabad Raj Nagar Extension,3,12900,2024-11-03,2026-09-03,OCCUPIED,Vihaan Amble,2025-03-13 06:01:01
TH1882,PROP1141,Gurgaon Sector 56,2,22400,2024-02-12,2025-12-12,VACANT,Megha Krish,2024-01-16 11:04:16
TH1883,PROP1016,Noida Sector 150,4,37000,2025-10-05,2026-09-05,VACANT,Kritika Kannan,2024-05-04 17:11:36
TH1884,PROP1068,Gurgaon Sector 45,4,43100,2024-10-25,2026-08-25,OCCUPIED,Zansi Magar,2024-05-28 11:45:16
TH1885,PROP1888,Ghaziabad Vasundhara,2,12800,2025-10-11,2026-09-11,OCCUPIED,Nitara Guha,2026-02-10 17:46:59
TH1886,PROP1845,Sohna Road Gurgaon,3,24600,2024-02-05,2025-01-05,OCCUPIED,Indrajit Shah,2025-05-28 10:07:51
TH1887,PROP1463,Ghaziabad Vasundhara,1,9200,2024-05-13,2025-04-13,OCCUPIED,Raghav Nagi,2023-08-11 19:34:25
TH1888,PROP1406,Saket,4,50600,2023-09-13,2024-08-13,OCCUPIED,Quincy Chaudry,2024-05-25 16:22:20
TH1889,PROP1451,Noida Extension,3,20900,2023-12-04,2025-10-04,OCCUPIED,Abhiram Kaul,2023-10-28 09:27:46
TH1890,PROP1433,Noida Sector 18,1,17700,2023-08-06,2024-07-06,OCCUPIED,Hema Salvi,2024-06-26 23:08:48
TH1891,PROP1662,Ghaziabad Indirapuram,1,10300,2025-12-12,2026-11-12,OCCUPIED,Ubika Balay,2024-07-17 10:10:07
TH1892,PROP1600,Central Delhi,4,74000,2026-01-29,2027-11-29,OCCUPIED,Daksh Lata,2025-11-17 11:05:21
TH1893,PROP1465,Dwarka Sector 21,4,40600,2023-10-07,2025-08-07,OCCUPIED,Pratyush Handa,2026-03-28 23:58:27
TH1894,PROP1929,Gurgaon Sector 56,1,14100,2024-04-19,2026-02-19,OCCUPIED,Advik Dara,2026-06-23 10:49:01
TH1895,PROP1088,Faridabad Neharpar,4,18000,2025-09-10,2026-08-10,OCCUPIED,Saanvi Kota,2025-10-06 18:54:04
TH1896,PROP1390,Saket,2,30800,2023-08-26,2024-07-26,OCCUPIED,Girindra Verma,2025-07-20 07:43:23
TH1897,PROP1149,Gurgaon Sector 45,1,14000,2024-03-05,2026-01-05,OCCUPIED,Devika Naidu,2024-01-11 08:34:36
TH1898,PROP1985,Ghaziabad Indirapuram,3,21600,2025-09-25,2026-08-25,VACANT,Zehaan Srivastava,2025-06-20 04:52:01
TH1899,PROP1984,Dwarka Sector 21,1,16700,2024-02-23,2025-12-23,OCCUPIED,Tejas Chowdhury,2024-04-05 02:47:13
TH1900,PROP1510,Faridabad Sector 15,1,9300,2024-11-07,2026-09-07,OCCUPIED,Oliver Majumdar,2025-04-22 05:27:52
TH1901,PROP1603,Ghaziabad Raj Nagar Extension,4,17600,2024-09-26,2025-08-26,OCCUPIED,Aditya Basak,2025-04-18 06:16:21
TH1902,PROP1007,Pitampura,3,33100,2025-08-15,2026-07-15,OCCUPIED,Kamya Chakraborty,2024-04-19 02:14:46
TH1903,PROP1152,Hauz Khas,3,47300,2025-01-18,2025-12-18,OCCUPIED,Darpan Bhasin,2024-08-14 02:40:31
TH1904,PROP1859,Noida Sector 62,3,30800,2024-01-05,2024-12-05,OCCUPIED,Jeremiah Sura,2024-04-01 12:14:14
TH1905,PROP1183,Gurgaon Sector 56,3,34500,2026-06-29,2027-05-29,NOTICE_PERIOD,Reva Hans,2023-08-13 23:02:56
TH1906,PROP1768,West Delhi,1,10000,2024-09-06,2026-07-06,OCCUPIED,Zashil Baral,2025-01-03 07:39:12
TH1907,PROP1920,Sohna Road Gurgaon,1,12400,2024-11-11,2025-10-11,OCCUPIED,Vrishti Gupta,2025-04-02 12:14:30
TH1908,PROP1138,Cyber City Gurgaon,3,47000,2025-03-07,2027-01-07,OCCUPIED,Upadhriti Maharaj,2026-02-26 06:40:25
TH1909,PROP1713,Rohini Sector 10,1,11800,2025-05-06,2026-04-06,OCCUPIED,Ekapad Wali,2024-01-07 10:16:33
TH1910,PROP1706,Noida Sector 18,4,48000,2024-06-08,2026-04-08,OCCUPIED,Jeevika Setty,2023-07-22 08:27:25
TH1911,PROP1589,East Delhi,2,15400,2025-06-18,2027-04-18,OCCUPIED,Qasim Bahl,2025-05-30 14:51:43
TH1912,PROP1648,Faridabad Sector 15,4,27100,2024-08-22,2025-07-22,OCCUPIED,Ekani Bhatnagar,2025-07-11 20:44:55
TH1913,PROP1199,South Delhi,1,20200,2025-03-02,2026-02-02,OCCUPIED,Ranveer Viswanathan,2025-08-08 04:27:54
TH1914,PROP1213,Greater Noida,4,19200,2025-11-05,2027-09-05,OCCUPIED,Barkha Naidu,2024-10-12 14:16:18
TH1915,PROP1653,Rohini Sector 10,1,13400,2024-07-07,2026-05-07,OCCUPIED,Ekalinga Bassi,2026-01-21 16:50:27
TH1916,PROP1070,Noida Sector 62,3,28000,2023-12-10,2025-10-10,VACANT,Saksham Chhabra,2025-01-03 09:26:45
TH1917,PROP1117,North Delhi,3,21800,2023-11-06,2024-10-06,VACANT,Vrishti Vora,2025-06-04 06:15:14
TH1918,PROP1199,North Delhi,3,24700,2025-04-27,2027-02-27,VACANT,Jeevika Kant,2025-05-15 12:27:34
TH1919,PROP1817,Saket,2,27900,2023-10-06,2025-08-06,VACANT,Vyanjana Buch,2024-12-15 10:12:35
TH1920,PROP1550,North Delhi,4,30800,2025-06-19,2027-04-19,VACANT,Ojasvi Pillay,2025-12-07 20:07:51
TH1921,PROP1058,Faridabad Neharpar,3,13500,2023-09-22,2025-07-22,OCCUPIED,Banjeet Bobal,2026-01-20 21:27:49
TH1922,PROP1020,Rohini Sector 10,3,30000,2023-10-14,2025-08-14,OCCUPIED,Zilmil Chatterjee,2023-11-09 11:28:22
TH1923,PROP1153,Noida Sector 150,1,13700,2024-03-29,2026-01-29,OCCUPIED,Ranveer Hans,2025-02-17 02:56:47
TH1924,PROP1863,Gurgaon Sector 56,4,40000,2024-04-18,2025-03-18,VACANT,Ojasvi Cherian,2025-11-07 04:41:49
TH1925,PROP1770,Noida Sector 62,3,29400,2025-04-12,2027-02-12,OCCUPIED,Prisha Chawla,2024-01-20 08:09:31
TH1926,PROP1509,Pitampura,3,31800,2024-02-03,2025-12-03,OCCUPIED,Yamini Nazareth,2025-07-11 00:49:38
TH1927,PROP1310,Gurgaon Sector 45,1,13900,2025-02-24,2026-01-24,VACANT,Indira Murty,2025-03-15 07:10:14
TH1928,PROP1936,Gurgaon Golf Course Road,4,81100,2026-07-16,2028-05-16,VACANT,Nitara Sani,2026-01-11 19:09:22
TH1929,PROP1158,Dwarka Sector 21,3,38600,2024-07-09,2026-05-09,VACANT,Tanish Prashad,2025-11-06 13:34:15
TH1930,PROP1147,DLF Phase 5,2,37200,2026-04-30,2027-03-30,OCCUPIED,Jagvi Sethi,2024-11-22 21:33:17
TH1931,PROP1731,Faridabad Neharpar,1,5400,2024-09-27,2025-08-27,OCCUPIED,Bhavani Babu,2025-02-07 17:14:44
TH1932,PROP1609,Gurgaon Golf Course Road,3,62500,2026-07-12,2027-06-12,OCCUPIED,Abeer Mital,2026-07-04 04:25:23
TH1933,PROP1785,Noida Sector 62,1,13200,2024-03-12,2026-01-12,OCCUPIED,Anthony Majumdar,2026-04-23 15:40:31
TH1934,PROP1215,Noida Sector 76,2,16700,2025-01-30,2026-11-30,OCCUPIED,Girindra Barad,2024-12-07 00:00:04
TH1935,PROP1792,Ghaziabad Indirapuram,1,9200,2024-01-07,2024-12-07,OCCUPIED,Jeevika Krish,2024-04-01 20:38:23
TH1936,PROP1016,Faridabad Sector 81,1,7300,2025-12-25,2027-10-25,OCCUPIED,Mugdha Kalla,2025-10-03 02:43:29
TH1937,PROP1278,Golf Course Extension Road,3,39900,2025-09-20,2026-08-20,OCCUPIED,Oscar Sura,2026-01-11 07:19:46
TH1938,PROP1628,North Delhi,4,25700,2025-08-14,2026-07-14,OCCUPIED,Charita Barad,2025-09-29 07:17:59
TH1939,PROP1692,Hauz Khas,1,24000,2025-04-12,2026-03-12,OCCUPIED,Daksh Natt,2024-08-05 19:08:44
TH1940,PROP1184,Ghaziabad Indirapuram,3,20100,2025-12-31,2026-11-30,OCCUPIED,Jai Karan,2025-10-17 19:26:33
TH1941,PROP1687,Gurgaon Golf Course Road,4,82300,2026-02-05,2027-01-05,VACANT,Lavanya Bhagat,2024-06-19 12:30:06
TH1942,PROP1942,Ghaziabad Vasundhara,1,8400,2023-09-04,2025-07-04,OCCUPIED,Eta Thakkar,2025-08-24 02:56:42
TH1943,PROP1971,Janakpuri,2,23900,2024-01-04,2025-11-04,VACANT,Sanaya Thaman,2023-10-28 06:27:50
TH1944,PROP1402,Gurgaon Sector 45,3,32900,2024-11-04,2026-09-04,OCCUPIED,Manbir Deo,2024-07-23 21:50:10
TH1945,PROP1031,Lajpat Nagar,4,49000,2024-12-23,2026-10-23,OCCUPIED,Mohini Lala,2023-10-22 18:52:24
TH1946,PROP1175,Noida Sector 18,3,37300,2025-01-20,2025-12-20,OCCUPIED,Krishna Srivastava,2025-03-25 09:29:44
TH1947,PROP1416,DLF Phase 5,3,56800,2025-01-05,2025-12-05,VACANT,Yatin Kibe,2023-10-08 01:34:09
TH1948,PROP1546,Ghaziabad Vasundhara,4,23900,2025-11-17,2026-10-17,OCCUPIED,Gaurav Chowdhury,2025-07-26 14:39:39
TH1949,PROP1562,Gurgaon Sector 56,4,42000,2024-10-26,2026-08-26,OCCUPIED,Rayaan Nagi,2024-08-02 01:35:43
TH1950,PROP1711,Greater Noida Pari Chowk,4,20100,2025-07-07,2027-05-07,OCCUPIED,Omkaar Palla,2025-05-26 18:27:48
TH1951,PROP1242,Gurgaon Sector 45,1,15100,2026-07-09,2028-05-09,OCCUPIED,Madhav Sastry,2023-09-08 17:41:06
TH1952,PROP1611,Ghaziabad Vasundhara,3,18400,2026-01-01,2027-11-01,OCCUPIED,Kashvi Dugal,2025-10-28 19:51:53
TH1953,PROP1979,Noida Extension,1,9300,2026-02-08,2027-12-08,OCCUPIED,Chatura Kibe,2026-05-26 08:05:32
TH1954,PROP1661,Hauz Khas,1,23000,2026-04-30,2027-03-30,VACANT,Akshay Oza,2025-08-19 18:27:17
TH1955,PROP1925,South Delhi,2,36400,2023-11-19,2025-09-19,OCCUPIED,Urishilla Bajaj,2024-07-19 04:58:57
TH1956,PROP1400,Ghaziabad Indirapuram,2,13900,2025-10-08,2027-08-08,OCCUPIED,Samar Virk,2025-10-20 17:49:37
TH1957,PROP1814,Noida Sector 62,4,37900,2025-03-12,2027-01-12,NOTICE_PERIOD,Andrew Puri,2025-04-20 08:58:18
TH1958,PROP1597,South Delhi,4,68300,2025-07-16,2027-05-16,OCCUPIED,Aadhya Garde,2023-09-25 10:15:29
TH1959,PROP1923,Hauz Khas,1,25900,2024-02-25,2025-12-25,OCCUPIED,Chatresh Shroff,2025-07-07 23:52:42
TH1960,PROP1289,Vasant Kunj,2,31500,2023-07-30,2025-05-30,OCCUPIED,Anika Parsa,2026-02-22 13:48:01
TH1961,PROP1729,Sohna Road Gurgaon,4,31500,2023-08-10,2024-07-10,OCCUPIED,Vihaan Rai,2025-01-28 18:45:18
TH1962,PROP1487,Central Delhi,2,42600,2025-09-05,2027-07-05,VACANT,Vedhika Wali,2023-10-26 00:13:54
TH1963,PROP1158,Noida Sector 18,2,23700,2024-02-23,2025-01-23,OCCUPIED,Anthony Baral,2024-04-17 15:16:04
TH1964,PROP1148,Faridabad Sector 15,4,28100,2025-02-19,2026-01-19,OCCUPIED,Vrishti Ramaswamy,2025-10-14 04:58:44
TH1965,PROP1658,Greater Noida,4,23600,2023-08-10,2025-06-10,OCCUPIED,Isha Mittal,2024-04-05 09:04:14
TH1966,PROP1466,Faridabad Sector 81,4,21900,2026-06-26,2028-04-26,OCCUPIED,David Kurian,2026-03-10 08:21:00
TH1967,PROP1232,Gurgaon Sector 45,4,40600,2026-03-21,2028-01-21,VACANT,Ati Kar,2024-01-03 19:02:25
TH1968,PROP1243,Faridabad Sector 81,3,16400,2026-03-29,2028-01-29,OCCUPIED,Gagan Raja,2025-02-11 02:59:26
TH1969,PROP1039,Ghaziabad Raj Nagar Extension,3,12700,2025-08-01,2027-06-01,NOTICE_PERIOD,Omisha Khosla,2025-04-09 07:12:05
TH1970,PROP1082,Golf Course Extension Road,3,38900,2024-10-29,2025-09-29,OCCUPIED,Forum Sen,2025-03-06 16:48:02
TH1971,PROP1625,Gurgaon Golf Course Road,2,44700,2024-03-03,2025-02-03,OCCUPIED,Samaksh Devi,2024-06-24 03:20:42
TH1972,PROP1553,Noida Sector 62,1,14300,2025-08-31,2026-07-31,OCCUPIED,Qushi Dhillon,2025-07-09 14:38:16
TH1973,PROP1525,Ghaziabad Raj Nagar Extension,3,13700,2025-03-30,2027-01-30,OCCUPIED,Eesha Bir,2025-03-23 06:03:41
TH1974,PROP1037,Noida Sector 62,3,25100,2026-05-24,2028-03-24,OCCUPIED,Qarin Nadkarni,2026-01-26 10:41:10
TH1975,PROP1587,Hauz Khas,3,57100,2023-12-27,2024-11-27,OCCUPIED,Eiravati Sachdev,2026-06-08 18:22:22
TH1976,PROP1085,Central Delhi,1,29600,2024-06-17,2026-04-17,OCCUPIED,Max Guha,2023-11-15 13:19:33
TH1977,PROP1631,Noida Sector 150,3,33400,2024-02-08,2025-01-08,OCCUPIED,Vihaan Kata,2024-03-30 13:53:42
TH1978,PROP1619,Gurgaon Sector 45,2,22800,2023-08-18,2025-06-18,VACANT,Vansha Desai,2025-01-21 23:17:53
TH1979,PROP1268,Pitampura,4,38200,2025-05-13,2026-04-13,OCCUPIED,Qarin Ram,2025-01-10 01:12:36
TH1980,PROP1087,Golf Course Extension Road,2,30300,2023-12-18,2025-10-18,VACANT,Upkaar Bali,2024-10-11 06:18:40
TH1981,PROP1244,Ghaziabad Indirapuram,2,14000,2026-06-15,2028-04-15,OCCUPIED,Nitara Kapadia,2025-10-11 23:45:06
TH1982,PROP1271,Cyber City Gurgaon,1,20900,2026-07-07,2028-05-07,OCCUPIED,Dominic Goel,2026-05-02 09:49:13
TH1983,PROP1488,Janakpuri,4,41300,2026-07-04,2028-05-04,OCCUPIED,Ekta Shankar,2026-03-20 02:38:57
TH1984,PROP1149,Faridabad Neharpar,4,15100,2024-10-31,2026-08-31,OCCUPIED,Lajita Munshi,2024-09-25 10:37:09
TH1985,PROP1324,Faridabad Neharpar,1,5600,2026-05-14,2028-03-14,NOTICE_PERIOD,Ikbal Seth,2024-12-03 04:45:58
TH1986,PROP1443,Noida Sector 150,3,29100,2026-03-08,2027-02-08,OCCUPIED,Zilmil Yogi,2024-09-27 01:01:34
TH1987,PROP1599,Noida Extension,4,26900,2025-10-03,2026-09-03,OCCUPIED,Zaitra Bawa,2024-02-14 14:04:31
TH1988,PROP1603,Dwarka Sector 21,3,36500,2024-11-13,2025-10-13,OCCUPIED,Bhavika Shenoy,2024-01-19 23:40:21
TH1989,PROP1011,South Delhi,1,20100,2024-06-07,2025-05-07,OCCUPIED,Zansi Dhar,2024-12-10 12:23:35
TH1990,PROP1702,Ghaziabad Indirapuram,3,19600,2025-06-27,2027-04-27,OCCUPIED,Xiti Chowdhury,2024-02-03 13:01:35
TH1991,PROP1035,Vasant Kunj,1,18600,2025-04-22,2026-03-22,NOTICE_PERIOD,Maya Sachdev,2024-07-09 23:40:13
TH1992,PROP1654,Cyber City Gurgaon,1,20500,2023-08-17,2024-07-17,OCCUPIED,Saksham Sha,2023-10-28 09:00:27
TH1993,PROP1783,Gurgaon Sector 45,1,15000,2024-07-09,2026-05-09,OCCUPIED,Jatin Chand,2023-11-23 15:45:18
TH1994,PROP1677,Lajpat Nagar,4,59500,2024-11-24,2026-09-24,VACANT,Frederick Viswanathan,2025-09-03 13:02:41
TH1995,PROP1709,Noida Sector 76,3,23200,2025-09-23,2026-08-23,OCCUPIED,Kritika Rai,2023-09-07 16:08:18
TH1996,PROP1064,Sohna Road Gurgaon,4,31100,2024-01-24,2024-12-24,OCCUPIED,Mason Gaba,2026-02-27 13:05:31
TH1997,PROP1833,Preet Vihar,2,20700,2024-02-01,2025-12-01,NOTICE_PERIOD,Oni Morar,2024-06-24 17:01:02
TH1998,PROP1206,Noida Extension,2,14500,2025-11-08,2026-10-08,OCCUPIED,Bhavya Golla,2023-11-27 08:52:39
